USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
572210,99999,YU-SHU-MTHO (?),CH,,,0,0,-999,19740422,20020918
572320,99999,HAN-YIN,CH,,,32.9,108.517,457,19620302,20020207
572370,99999,WANYUAN,CH,,,32.067,108.033,674,19560820,20210419
572380,99999,JAN-CHIA-PA,CH,,,32.1,108.483,1372,19730101,20020817
572450,99999,ANKANG,CH,,,32.717,109.033,291,19560820,20210419
572510,99999,BAIHE,CH,,,32.767,110.117,610,19740423,20070727
572530,99999,YUN-XIAN,CH,,,32.8,110.8,100,19570601,19891014
572550,99999,BOGUS CHINESE,CH,,,0,0,-999,19801002,20050313
572590,99999,FANGXIAN,CH,,,32.033,110.767,435,19591101,20210419
572650,99999,LAOHEKOU,CH,,,32.433,111.733,128.8,19560820,20210419
572780,99999,APPROXIMATE LOCALE,CH,,,32.317,112.633,0,19731007,20070727
572790,99999,ZAOYANG,CH,,,32.15,112.667,127,19570602,20210419
572900,99999,ZHUMADIAN,CH,,,32.933,113.917,107.2,19581105,20210419
572970,99999,XINYANG,CH,,,32.133,114.05,115,19560820,20210419
572980,99999,LUO-SHAN,CH,,,32.217,114.533,75,19730519,20020822
572990,99999,BOGUS CHINESE,CH,,,0,0,-999,19740421,20050805
573060,99999,LANGZHONG,CH,,,31.583,105.967,385,19591208,20210419
573070,99999,SANTAI,CH,,,31.083,105.083,385,19740112,19741128
573130,99999,BAZHONG,CH,,,31.9,106.7,360,19570701,20100424
573210,99999,APPROXIMATE LOCALE,CH,,,31.883,107.083,0,19740425,20020605
573270,99999,YONG-XING,CH,,,0,0,-999,19740425,20170529
573280,99999,DA XIAN,CH,,,31.2,107.5,344,19560820,20210419
573450,99999,WU-XI (?),CH,,,0,0,-999,19740421,20011120
573470,99999,BOGUS CHINESE,CH,,,0,0,-999,19731008,20020107
573480,99999,FENGJIE,CH,,,31.017,109.533,303,19560820,20210419
573550,99999,SHIH-PU-SA NORTH,CH,,,31.667,110.367,2182,19591103,19591229
573650,99999,BOGUS CHINESE,CH,,,0,0,-999,19740611,20020101
573670,99999,APPROXIMATE LOCALE,CH,,,31.167,111.167,0,19740514,20020322
573770,99999,WU-JIA-CHI(CHI-AFB),CH,,,31.117,112.4,198,19740421,20020528
573780,99999,ZHONGXIANG,CH,,,31.167,112.633,108.9,19560820,20210419
573790,99999,BOGUS CHINESE,CH,,,0,0,-999,19740621,20020705
573850,99999,SUIZHOU,CH,,,31.717,113.367,61,19610901,20020207
573940,99999,YINGSHAN NORTH,CH,,,31.617,113.817,106,19570602,19610831
573980,99999,HONG-AN,CH,,,0,0,-999,19740421,19840527
573990,99999,MACHENG,CH,,,31.133,114.95,75.2,19570601,20210419
574050,99999,SUINING,CH,,,30.5,105.583,300,19591202,20100424
574060,99999,BOGUS CHINESE,CH,,,0,0,-999,19731108,19840921
574110,99999,GAOPING,CH,,,30.75,106.133,347,19560820,20210419
574240,99999,BOGUS CHINESE,CH,,,,,,19840101,20020529
574260,99999,LIANGPING,CH,,,30.683,107.8,455,19560820,20210419
574280,99999,BOGUS CHINESE,CH,,,0,0,-999,19740429,20020227
574320,99999,WANXIAN,CH,,,30.8,108.35,299,19591209,20100424
574370,99999,ZHONG-XIAN (?),CH,,,0,0,-999,19740601,20010712
574450,99999,APPROXIMATE LOCALE,CH,,,30.6,109.533,0,19731108,20070727
574470,99999,ENSHI,CH,,,30.283,109.467,458,19450331,20210419
574480,99999,EN-SHI (CHI-AFB),CH,,,30.3,109.483,457,19740421,20020615
574500,99999,ZIGUI,CH,,,31.017,110.7,442,19900401,20000216
574510,99999,LU-CONG-PO,CH,,,30.783,110.267,1188,19570601,20010615
574570,99999,GUAN-DIAN-GOU (?),CH,,,0,0,-999,19740421,20020930
574580,99999,WU-FENG,CH,,,30.2,110.667,915,19570601,20100424
574610,99999,YICHANG,CH,,,30.733,111.367,257.7,19560820,20210419
574620,99999,YI-CHANG (CHI-AFB),CH,,,30.683,111.45,107,19730101,20020703
574660,99999,JIANG-KOU (?),CH,,,0,0,-999,19740425,20020425
574720,99999,SHA-YANG (?),CH,,,0,0,-999,19740425,20020825
574760,99999,JIANGLING,CH,,,30.333,112.183,33,19570601,20210419
574770,99999,SHA-SHI (?),CH,,,0,0,-999,19731004,20020819
574780,99999,YANG-JIA-CHANG,CH,,,0,0,-999,19740615,20020523
574830,99999,FENSUIZUI NORTH,CH,,,30.65,113.65,30,19570601,19610324
574940,99999,TIANHE,CH,,ZHHH,30.784,114.208,34.4,19560820,20210419
574941,99999,SANYA PHOENIX INTL,CH,,ZJSY,18.303,109.412,28,20040713,20210419
575030,99999,NEIJIANG,CH,,,29.617,105.117,349,20030330,20210419
575040,99999,NEIJIANG,CH,,,29.583,105.05,357,19560820,20020815
575060,99999,DA-ZU,CH,,,29.633,105.767,305,19740423,20020415
575150,99999,CHONG-QING,CH,,,29.517,106.483,351,19560820,19870114
575160,99999,JIANGBEI,CH,,ZUCK,29.719,106.642,416.1,19441111,20210419
575220,99999,FOU-LING,CH,,,29.717,107.4,275,19591209,20020207
575250,99999,XIANG-GOU,CH,,,0,0,-999,19740613,19840131
575270,99999,NAN-CHUAN (?),CH,,,0,0,-999,19740422,20020529
575320,99999,WEN-TOU,CH,,,29.867,108.567,610,19800803,20050722
575370,99999,PENG-SHUI,CH,,,29.25,108.167,314.9,19570701,19740831
575450,99999,LAIFENG,CH,,,29.533,109.383,561,19450430,20100424
575540,99999,SANGZHI,CH,,,29.4,110.167,322,19591101,20210419
575570,99999,SHA-DI-QI,CH,,,29.05,110.133,455,19800311,20021225
575620,99999,SHI-MEN,CH,,,29.583,111.3,91,19591102,20100424
575640,99999,CI-LI,CH,,,0,0,-999,19740518,19830528
575690,99999,CHANG-DE (?),CH,,,0,0,-999,19740601,20020307
575720,99999,ZHI-ZHOU,CH,,,29.733,112.3,76,19790903,20020605
575730,99999,JIAN-LI,CH,,,29.817,112.883,27,19740805,20011003
575740,99999,ANXIANG,CH,,,29.433,112.183,28,19591101,20100424
575760,99999,NAN XIAN SOUTH,CH,,,29.333,112.417,31,19570601,19580731
575830,99999,PUQI,CH,,,29.717,113.883,61,19570603,20100424
575840,99999,YUEYANG,CH,,,29.383,113.083,52,19560820,20210419
575940,99999,CHONG-YANG (?),CH,,,0,0,-999,19800705,20020822
575970,99999,MA-AO (?),CH,,,0,0,-999,19740426,20020621
575980,99999,XIUSHUI,CH,,,29.033,114.583,147,19560820,20210419
575990,99999,BOGUS CHINESE,CH,,,0,0,-999,19731202,19850302
576020,99999,LUZHOU,CH,,,28.883,105.433,336,19450630,20021231
576040,99999,NAXI,CH,,,28.783,105.383,364,20030330,20210419
576060,99999,CH'IH-SHUI HO,CH,,,28.483,105.933,977,19570701,20100424
576070,99999,DA-BA,CH,,,0,0,-999,19740613,20020911
576080,99999,XUYONG/YONGNING,CH,,,28.217,105.433,366,19591209,20100424
576140,99999,CHIU-HSI-SHUI SOUTH,CH,,,28.567,106.083,289,19600201,19610222
576220,99999,JINFO SHAN (MOUNT),CH,,,28.95,107.15,1907,19560820,20020613
576230,99999,CHEN-NAN,CH,,,0,0,-999,19740425,20020410
576320,99999,CHANG-PU-QI,CH,,,0,0,-999,19740421,20020622
576330,99999,YOUYANG,CH,,,28.833,108.767,665,19560820,20210419
576450,99999,HUA-YUAN,CH,,,0,0,-999,19740425,20020406
576460,99999,APPROXIMATE LOCALE,CH,,,28.5,109.833,0,19740423,20020927
576490,99999,QIAN-ZHOU-ZHEN,CH,,,28.267,109.683,560,19600101,20100424
576530,99999,BOGUS CHINESE,CH,,,0,0,-999,19740421,19840602
576550,99999,YUANLING,CH,,,28.467,110.4,143,19560820,20210419
576590,99999,APPROXIMATE LOCALE,CH,,,28.167,110.967,0,19740421,20020809
576620,99999,CHANGDE,CH,,,29.05,111.683,35,19560820,20210419
576630,99999,HAN-SHOU (?),CH,,,0,0,-999,19800706,20020608
576650,99999,BOGUS CHINESE,CH,,,0,0,-999,19740601,20041112
576660,99999,MA-JI-TANG (?),CH,,,0,0,-999,19731108,20120913
576670,99999,DARONGTANG SOUTHEAST,CH,,,28.317,111.133,397,19740421,19740919
576690,99999,MEI-CHENG-ZHEN,CH,,,28.15,111.633,201,19570602,20100424
576710,99999,YUANJIANG,CH,,,28.85,112.383,27,19570602,20100424
576720,99999,YUAN-JIANG,CH,,,0,0,-999,19731101,20020528
576760,99999,BOGUS CHINESE,CH,,,0,0,-999,19740427,20020310
576770,99999,BOGUS CHINESE,CH,,,,,,19890101,20020921
576790,99999,CHANGSHA/DATUOPU,CH,,ZGCS,28.2,113.083,46,19560820,19880714
576820,99999,PINGJIANG,CH,,,28.75,113.617,88,19591101,20100424
576870,99999,CHANGSHA,CH,,,28.117,112.783,120,19440214,20210419
576930,99999,SHI-MEN-LOU,CH,,,28.983,114.85,152,19740427,20020709
576990,99999,SHANG-GAO,CH,,,0,0,-999,19740425,20010819
577060,99999,BOGUS CHINESE,CH,,,0,0,-999,19801001,20010715
577070,99999,BIJIE,CH,,,27.3,105.233,1511,19560820,20210419
577080,99999,DA-FANG,CH,,,27.15,105.6,1520,19731016,20020530
577120,99999,HUICHUAN,CH,,,27.733,106.95,984,19800701,20210419
577130,99999,ZUNYI,CH,,,27.7,106.883,845,19560820,20110108
577150,99999,BOGUS CHINESE,CH,,,0,0,-999,19740423,20020503
577160,99999,APPROXIMATE LOCALE,CH,,,27.5,106.833,914,19740425,20020627
577220,99999,MEITAN SOUTHWEST,CH,,,27.75,107.433,786,19591209,19610228
577230,99999,LONG-ZHUAN,CH,,,0,0,-999,19800710,20011201
577260,99999,BOGUS CHINESE,CH,,,0,0,-999,19740610,20020123
577310,99999,SINAN,CH,,,27.95,108.25,418,19570701,20210419
577320,99999,DE-WANG,CH,,,0,0,-999,19731004,20020615
577380,99999,CHEN-YUAN,CH,,,27.05,108.4,464,19560820,19580203
577410,99999,TONGREN NORTHWEST,CH,,,27.733,109.167,335,19591209,19610228
577450,99999,ZHIJIANG,CH,,,27.45,109.683,273,19430930,20210419
577490,99999,HUAIHUA,CH,,,27.567,110,261,19800307,20021205
577530,99999,XU-BU,CH,,,27.917,110.583,152,19730906,20021007
577540,99999,QIAN-YANG (?),CH,,,0,0,-999,19740427,20020306
577590,99999,LONG-HUI-ANG,CH,,,27.35,110.95,644,19800410,20020331
577650,99999,APPROXIMATE LOCALE,CH,,,27.5,111.5,0,19801001,20050518
577660,99999,SHAOYANG,CH,,,27.183,111.45,310.4,19570602,20210419
577720,99999,XIANG-XIANG,CH,,,27.733,112.533,76,19740802,20020316
577730,99999,XIANG-TAN,CH,,,27.883,112.917,75,19740802,20020827
577740,99999,SHUANG-FENG,CH,,,27.45,112.2,916,19570602,20100424
577760,99999,NANYUE,CH,,,27.3,112.7,1268,19560820,20210419
577830,99999,TONG-MU,CH,,,0,0,-999,19731004,19840529
577920,99999,YI-CHUN,CH,,,0,0,-999,19740111,20011111
577930,99999,YICHUN,CH,,,27.8,114.383,129,19560820,20210419
577990,99999,JI'AN,CH,,,27.117,114.967,78,19560820,20210419
578020,99999,APPROXIMATE LOCATIO,CH,,,26.833,105.5,0,19801001,20041009
578030,99999,ZHI-JIN,CH,,,26.7,105.767,1676,19600301,20100424
578060,99999,ANSHUN,CH,,,26.267,105.967,1402,19591202,20100424
578070,99999,LANG-TAI,CH,,,26.05,105.217,899,19731004,20041122
578130,99999,YANG-CHANG (?),CH,,,0,0,-999,19730813,20020803
578160,99999,LONGDONGBAO,CH,,ZUGY,26.539,106.801,1138.7,19450204,20210419
578220,99999,FUQUAN,CH,,,26.7,107.5,896,19731004,19740914
578230,99999,DAO-PING (?),CH,,,0,0,-999,19800707,20040522
578250,99999,MA-JIANG,CH,,,26.5,107.583,726,19450310,20100424
578310,99999,TAI-JIANG,CH,,,26.667,108.333,607,19730816,20010725
578320,99999,SANSUI,CH,,,26.967,108.667,631,19591209,20210419
578340,99999,LEISHAN NORTHEAST,CH,,,26.433,108.133,926,19740421,19740819
578430,99999,HUI-TONG,CH,,,26.867,109.717,305,19800304,20011124
578450,99999,TONGDAO,CH,,,26.167,109.783,397,19591101,20210419
578530,99999,WUGANG,CH,,,26.733,110.633,340,19570601,20210419
578660,99999,LINGLING,CH,,,26.233,111.617,174,19430531,20210419
578720,99999,HENGYANG,CH,,,26.933,112.583,98,19430831,20100424
578820,99999,CHA-LING,CH,,,0,0,-999,19730103,19840930
578830,99999,CHALING,CH,,,26.8,113.533,176,19570601,20020922
578910,99999,HECHUAN,CH,,,26.95,114.233,122,19610901,19630131
578930,99999,TAI-HO,CH,,,26.783,114.9,50,19730103,20020723
578960,99999,HUANGDIAN,CH,,,26.25,114.333,282,19570601,19610314
578961,99999,SUI-CHUAN,CH,,,26.333,114.5,152,19430930,19460228
579010,99999,HUA-GONG,CH,,,0,0,-999,19800706,20040214
579020,99999,XINGREN,CH,,,25.433,105.183,1379,19560820,20210419
579060,99999,ZHEN-FENG,CH,,,25.383,105.65,571,19600701,20100424
579090,99999,WANGMO NORTHWEST,CH,,,25.25,105.867,359,19600201,19600229
579110,99999,GUDONG WEST,CH,,,25.95,107.133,977,19740421,19740819
579130,99999,APPROXIMATE LOCATIO,CH,,,25.833,106.833,0,19801004,19850710
579160,99999,LUODIAN,CH,,,25.433,106.767,441,19560820,20210419
579220,99999,DUSHAN,CH,,,25.833,107.55,971,19450430,20210419
579230,99999,JIANGZHAI,CH,,,25.883,107.75,536,19731119,19740912
579250,99999,LIU-CHAI,CH,,,25.3,107.4,854,19570602,19830914
579270,99999,APPROXIMATE LOCALE,CH,,,25.283,107.3,0,19740425,20020611
579310,99999,APPROXIMATE LOCALE,CH,,,25.85,108.083,0,19740601,20011025
579320,99999,RONGJIANG,CH,,,25.967,108.533,287,19560820,20210419
579440,99999,GONGDONG SOUTHEAST,CH,,,25.533,109.2,423,19740421,19741202
579470,99999,RONG-SHUI,CH,,,25.067,109.25,183,19570603,20100424
579570,99999,LIANGJIANG,CH,,ZGKL,25.218,110.039,173.7,19430606,20210419
579580,99999,NAME UNKNOWN,CH,,,0,0,-999,19731004,20020507
579600,99999,DAO XIAN NORTH,CH,,,25.55,111.583,179,19610107,19610314
579620,99999,NAME UNKNOWN (ONC),CH,,,0,0,-999,19740513,20021205
579650,99999,DAOXIAN,CH,,,25.617,111.6,152,19730101,20100424
579660,99999,NING-YUAN (?),CH,,,0,0,-999,19800405,20020106
579680,99999,TUO-JIANG (?),CH,,,25.183,111.583,122,19570601,19850331
579720,99999,CHENZHOU,CH,,,25.733,112.967,368.8,19560820,20210419
579730,99999,GUI-YANG (?),CH,,,0,0,-999,19731004,20020326
579820,99999,APPROXIMATE LOCALE,CH,,,25.833,113.5,0,19740729,20020909
579830,99999,NAME UNKNOWN,CH,,,0,0,-999,19740806,20040118
579920,99999,SHANG-YU,CH,,,25.8,114.533,202,19730103,20020516
579930,99999,GANZHOU,CH,,ZSGZ,25.85,114.95,125,19441130,20210419
579931,99999,YAOQIANG,CH,,ZSJN,36.857,117.216,23.2,20050617,20210419
579960,99999,XIN-FENG,CH,,,25.4,114.933,195,19591101,20100424
580050,99999,SHANGQIU,CH,,,34.4,115.633,50,19610801,20040515
580150,99999,TANG-SHAN,CH,,,34.417,116.333,44,19570531,20100424
580270,99999,XUZHOU,CH,,,34.283,117.15,42,19560820,20210419
580280,99999,XUZHOU / GUANYIN ARPT,CH,,ZSXZ,34.059,117.556,35.1,19731104,20210125
580400,99999,GANYU,CH,,,34.85,119.133,10,19580104,20210419
580440,99999,NANCHENG NORTHEAST,CH,,,34.583,119.25,4,19560821,19571231
580570,99999,LIUDUO SOUTHWEST,CH,,,34.067,120.217,3,19570602,19591231
580830,99999,BOGUS CHINESE,CH,,,,,,19801003,20020923
581020,99999,BOXIAN,CH,,,33.783,115.733,40.3,19560821,20210419
581220,99999,SUINING,CH,,,33.9,117.95,26,19570601,20100424
581340,99999,SI-HONG,CH,,,33.467,118.217,15,19740401,20020717
581370,99999,SHUANG-GOU,CH,,,33.217,118.183,14,19800707,20030213
581380,99999,HONGZE HU (LAKE),CH,,,33.333,118.667,2,19570602,20100424
581400,99999,CHIANELO,CH,,,26.767,117.367,183,19790710,19810529
581410,99999,HUAIYIN,CH,,,33.633,118.933,13.7,20040713,20210419
581440,99999,QINGJIANG,CH,,,33.6,119.033,19,19560820,20040206
581500,99999,SHEYANG,CH,,,33.75,120.3,3,19600101,20210419
581930,99999,NAME/LOCATION UNKN,CH,,,0,0,-999,19801005,20020111
582020,99999,TSAOCHUANG,CH,,,0,0,-999,19740426,20020319
582030,99999,FUYANG,CH,,,32.867,115.733,33,19570601,20210419
582070,99999,HUANG-CHUAN (?),CH,,,0,0,-999,19740425,20020511
582080,99999,GUSHI,CH,,,32.167,115.617,44,19560820,20210419
582110,99999,YING-SHANG,CH,,,0,0,-999,19801001,20020615
582150,99999,SHOUXIAN/SHOUYANG,CH,,,32.583,116.783,23,19570601,20100424
582210,99999,BENGBU,CH,,,32.85,117.3,28,19560820,20210419
582310,99999,JIA-SHAN,CH,,,0,0,-999,19731004,20020809
582340,99999,CHU-XIAN,CH,,,0,0,-999,19740425,20030413
582360,99999,CHUZHOU EAST,CH,,,32.317,118.333,26,19570601,19610322
582370,99999,JIANG-PU (?),CH,,,0,0,-999,19800703,20020731
582380,99999,LUKOU,CH,,ZSNJ,31.742,118.862,14.9,19560820,20210419
582390,99999,LISHE,CH,,ZSNB,29.825,121.465,4,20040825,20210419
582410,99999,GAOYOU,CH,,,32.783,119.45,3,19591101,20100424
582440,99999,DAYIJI NORTH,CH,,,32.55,119.233,30,19740112,20120523
582450,99999,YANG-ZHOU (?),CH,,,0,0,-999,19740423,20040128
582500,99999,HAIAN NORTHEAST,CH,,,32.567,120.467,12,19731004,19741204
582510,99999,DONGTAI,CH,,,32.85,120.283,4,19560820,20210419
582520,99999,AN-FENG,CH,,,0,0,-999,19801001,20030227
582580,99999,MO-TOU AIR BASE,CH,,,32.267,120.5,6,19740611,19840120
582590,99999,NANTONG/JINSHA,CH,,,32.1,120.867,1,19570601,20100424
582650,99999,LUSI,CH,,,32.067,121.6,10,19570602,20210419
582660,99999,BOGUS CHINESE,CH,,,,,,19830701,19890503
582670,99999,RU-DONG,CH,,,0,0,-999,19731109,20050405
583140,99999,HUOSHAN,CH,,,31.4,116.333,68,19560820,20210419
583210,99999,LUOGANG,CH,,ZSOF,31.78,117.298,32.9,19560820,20210419
583211,99999,PUDONG,CH,,ZSPD,31.143,121.805,4,20040713,20210419
583212,99999,JINJIANG AIRPORT,CH,,ZSQZ,24.796,118.59,51,20100727,20191102
583213,99999,ZHOUSHAN AIRPORT,CH,,ZSZS,29.934,122.362,9,20110116,20140826
583230,99999,SHIH-TANG-JIAO BASE,CH,,,0,0,-999,19801012,20020301
583240,99999,SHAN-HE,CH,,,0,0,-999,19731005,20031011
583250,99999,SHENG-JIA-QIAO,CH,,,0,0,-999,19801005,20030306
583260,99999,CHAOHU WEST,CH,,,31.6,117.833,21,19570601,19610314
583270,99999,KONG-CHENG,CH,,,0,0,-999,19801005,20010713
583280,99999,HUANG GU-JIA,CH,,,0,0,-999,19801002,20050524
583340,99999,WU-HU,CH,,,31.333,118.35,20,19570601,19860114
583380,99999,WUHUXIAN,CH,,,31.15,118.583,16,19860101,20210419
583430,99999,CHANGZHOU,CH,,,31.767,119.95,15,19560820,20100424
583450,99999,LIYANG,CH,,,31.433,119.483,8,19570601,20210419
583570,99999,WA LI,CH,,,0,0,-999,19730103,20020523
583580,99999,SUZHOU,CH,,,31.267,120.617,19,19570602,20100424
583620,99999,SHANGHAI,CH,,,31.4,121.467,4,19910615,20210419
583670,99999,HONGQIAO INTL,CH,,ZSSS,31.198,121.336,3,19560820,20210419
583680,99999,BOGUS CHINESE,CH,,,,,,19801004,20031129
583780,99999,HUINAN EAST,CH,,,31.183,122.367,0,19731004,19740919
584020,99999,YINGSHAN,CH,,,30.75,115.667,116,19591101,20100424
584030,99999,LEI-CHIA-TIEN WEST,CH,,,30.883,115.717,260,19731004,19740817
584070,99999,QIZHOU,CH,,,30.067,115.333,29,19570601,20100424
584080,99999,MEI-CHUAN,CH,,,30.133,115.6,73,19731004,20040703
584140,99999,TAI-HU,CH,,,0,0,-999,19800706,20020303
584240,99999,ANQING,CH,,,30.617,116.967,63.2,19560820,20210419
584360,99999,HELIXI,CH,,,30.633,118.967,53,19570601,19740813
584370,99999,HUANG SHAN,CH,,,30.133,118.15,1836,19560820,20210419
584380,99999,JING-DE,CH,,,0,0,-999,19730403,20040928
584450,99999,TIANMU SHAN (MTNS),CH,,,30.35,119.417,1494,19570603,20020209
584470,99999,HE-QIAO,CH,,,0,0,-999,19731004,20020730
584510,99999,WU-XING,CH,,,0,0,-999,19800809,20020709
584560,99999,HUANG WAN,CH,,,0,0,-999,19731004,20020118
584570,99999,XIAOSHAN,CH,,ZSHC,30.228,120.432,7,19560820,20210419
584580,99999,SHAO-XING (?),CH,,,0,0,-999,19731004,20020708
584610,99999,JIN-SHAN,CH,,,0,0,-999,19740421,20040716
584620,99999,MIN-HANG,CH,,,0,0,-999,19730702,20020612
584640,99999,ZHA-PU,CH,,,30.617,121.083,7,19570601,20100424
584670,99999,YU-YAO,CH,,,0,0,-999,19570602,20070727
584720,99999,SHENGSI,CH,,,30.733,122.45,81,19581001,20210419
